topic_id,date,topic_order,title,section_type
2015-03-13-T-001,2015-03-13,1,Estimates of Expenditure for the Financial Year 1 April 2015 to 31 March 2016,OS
2015-03-13-T-002,2015-03-13,2,Committee of Supply – Head I (Ministry of Social and Family Development),OS
2015-03-13-T-003,2015-03-13,3,Supply Bill,BP
2015-03-13-T-004,2015-03-13,4,Supplementary Supply (FY 2014) Bill,BP
2015-03-13-T-005,2015-03-13,5,Acknowledgement to the Chair,OS
2015-03-13-T-006,2015-03-13,6,Rearrangement of Business,OS
2015-03-13-T-007,2015-03-13,7,Police Force (Amendment) Bill,BP
2015-03-13-T-008,2015-03-13,8,Community Disputes Resolution Bill,BP
2015-03-13-T-009,2015-03-13,9,State Lands (Amendment) Bill,BP
2015-03-13-T-010,2015-03-13,10,Land Acquisition (Amendment) Bill,BP
2015-03-13-T-011,2015-03-13,11,Adjournment,OS
2015-03-13-T-012,2015-03-13,12,List of Approved Universities for Admission to Singapore Bar,WA
