topic_id,date,topic_order,title,section_type
2022-03-07-T-001,2022-03-07,1,Announcement by Speaker,OS
2022-03-07-T-002,2022-03-07,2,Correlation between PSLE Results and Socio-economic Status in Past Two Years,OA
2022-03-07-T-003,2022-03-07,3,Support for Preschools Grappling with COVID-19 Rules and Manpower Shortage Given Rise in Cases,OA
2022-03-07-T-004,2022-03-07,4,Guidelines and Autonomy Given on Disbursement Amounts for MediFund Applications,OA
2022-03-07-T-005,2022-03-07,5,Common Causes of Fire Along HDB Corridors and Proportion of HDB Flats with Home Fire Alarm Device Installed,OA
2022-03-07-T-006,2022-03-07,6,Monitoring of Manpower Policies in Hospitals with Respect To Rest and Leave Days of Nurses and Doctors,OA
2022-03-07-T-007,2022-03-07,7,Occupancy Cap for HDB Jumbo Flats,OA
2022-03-07-T-008,2022-03-07,8,Usage Trend of Vaporisers,OA
2022-03-07-T-009,2022-03-07,9,Extradition (Amendment) Bill,BI
2022-03-07-T-010,2022-03-07,10,Estimates of Expenditure for the Financial Year 1 April 2022 to 31 March 2023,OS
2022-03-07-T-011,2022-03-07,11,Committee of Supply – Head S (Ministry of Manpower),OS
2022-03-07-T-012,2022-03-07,12,Committee of Supply – Head K (Ministry of Education),OS
2022-03-07-T-013,2022-03-07,13,Committee of Supply – Head L (Ministry of Sustainability and the Environment),OS
2022-03-07-T-014,2022-03-07,14,Extension of a Sitting,OS
2022-03-07-T-015,2022-03-07,15,Committee of Supply – Head L (Ministry of Sustainability and the Environment),OS
2022-03-07-T-016,2022-03-07,16,Committee of Supply Reporting Progress,OS
2022-03-07-T-017,2022-03-07,17,Adjournment,OS
2022-03-07-T-018,2022-03-07,18,Review of Enforcement Measures for Breach of HDB's Lease Agreement,WANA
2022-03-07-T-019,2022-03-07,19,Number and Actions Taken for Animal Hoarding Cases,WANA
2022-03-07-T-020,2022-03-07,20,Variations to Existing Waste Management Contracts under Government Entities to Factor in Progressive Wage Model,WANA
2022-03-07-T-021,2022-03-07,21,Update on Study to Enhance Case Management System by State Courts to Capture and Track Data on Types of Harassment Filed Under Protection from Harassment Act 2014,WA
2022-03-07-T-022,2022-03-07,22,Potential Impact on Singapore's Investments and Essential Imports from Escalation of Tension in Ukraine and Neighbouring Regions,WA
2022-03-07-T-023,2022-03-07,23,Plans to Improve Commuters' Satisfaction with Bus and MRT Services,WA
2022-03-07-T-024,2022-03-07,24,Streaming of Students at Primary 3 or 4,WA
2022-03-07-T-025,2022-03-07,25,Withdrawal of Reservation to Article 25(e) of UN Convention on Rights of Persons with Disabilities,WA
