topic_id,date,topic_order,title,section_type
2023-02-23-T-001,2023-02-23,1,Commencement Time of Committee of Supply,OS
2023-02-23-T-002,2023-02-23,2,Proposed Job-Matching System for Workers in Cleaning and Waste Management Industry,OA
2023-02-23-T-003,2023-02-23,3,Individuals who have Leveraged on Global Investor Programme to Qualify for Permanent Residency,OA
2023-02-23-T-004,2023-02-23,4,Conviction and Deterrence of Road Touts,OA
2023-02-23-T-005,2023-02-23,5,Performance and Training of Managers in Singapore,OA
2023-02-23-T-006,2023-02-23,6,Approval for Undischarged Bankrupts to File Employment Dispute with Tripartite Alliance for Disputes Management,OA
2023-02-23-T-007,2023-02-23,7,Employers' Declarations on Modifications to Salary Terms for Work Permit Holders,OA
2023-02-23-T-008,2023-02-23,8,Frequency of and Items Checked in PUB's Fire Hydrant Inspections,OA
2023-02-23-T-009,2023-02-23,9,Debate on Annual Budget Statement,OS
2023-02-23-T-010,2023-02-23,10,Adjournment of Debate,OS
2023-02-23-T-011,2023-02-23,11,Adjournment,OS
2023-02-23-T-012,2023-02-23,12,"Increases in Starting Salaries for House Officers, Medical Officers and Junior Residents in Public Healthcare System",WANA
2023-02-23-T-013,2023-02-23,13,Impact of Surge of Wealth from Investments by Family Offices on Income Gap in Singapore,WANA
2023-02-23-T-014,2023-02-23,14,Community Volunteers who Engage and Pay Vendors for Grassroots Services,WANA
2023-02-23-T-015,2023-02-23,15,Support for Elderly and Unskilled Workers At Risk of Being Replaced by Automation,WANA
2023-02-23-T-016,2023-02-23,16,Revision to Cancer Drug List and Impact on Integrated Shield Plans' Coverage of Cancer Treatments,WANA
2023-02-23-T-017,2023-02-23,17,Government Officers Allocated to Deal with Wildlife Trade,WANA
2023-02-23-T-018,2023-02-23,18,Due Diligence Checks on New Clients Opening Accounts to Prevent Mule Accounts for Scams,WA
2023-02-23-T-019,2023-02-23,19,Working with International Partners and Financial Institutions to Tackle Cross-border Money Laundering,WA
2023-02-23-T-020,2023-02-23,20,"Foreign Domestic Worker Levy Relief for Married Women, and Divorced or Widowed Women without School-going Children",WA
2023-02-23-T-021,2023-02-23,21,Actions to Prevent Foreigners from Staying Illegally in Singapore Following Cancellation of Work Pass,WA
2023-02-23-T-022,2023-02-23,22,Impact of Market Players' Anti-competitive Behaviours on High Food Prices,WA
2023-02-23-T-023,2023-02-23,23,Data on Use of Child Car Seats in Private Hire Vehicles and Instances of Non-compliance,WA
2023-02-23-T-024,2023-02-23,24,Contamination Rate of Recyclables for HDB Flats with Centralised Chute for Recyclables,WA
2023-02-23-T-025,2023-02-23,25,Discretion for Primary Schools to Admit Primary One Students Directly and Ahead of Balloting,WA
2023-02-23-T-026,2023-02-23,26,"Discontinuation of ""It's OKAY to Reach Out"" Campaign for Mental Health",WA
2023-02-23-T-027,2023-02-23,27,Data on Site Expiry Dates for HDB Flats Introduced under Parenthood Provisional Housing Scheme,WA
2023-02-23-T-028,2023-02-23,28,Companies Investigated for Unauthorised Salary Deductions from Employment Pass Holders,WA
2023-02-23-T-029,2023-02-23,29,Number of Stay-at-home Moms and Efforts to Help Them Seek Employment,WA
